scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
911614,7003455,5089,2026-05-11 13:41:10,8,121,PICKUP,33.22,EXP
911538,7003426,5107,2026-05-11 21:00:02,10,106,PICKUP,23.39,ECO
912199,7003629,5142,2026-05-11 10:12:11,6,110,PICKUP,23.12,ECO
911594,7003448,5090,2026-05-11 12:16:17,3,125,DEPART,1.14,STD
911846,7003522,5151,2026-05-11 10:01:31,6,125,FAILED,25.12,STD
911918,7003553,5043,2026-05-11 09:37:39,8,139,DELIVERED,2.41,EXP
910998,7003267,5029,2026-05-11 10:20:54,3,127,PICKUP,20.89,EXP
911393,7003383,5098,11/05/2026 16:13,5,121,OUT_FOR_DELIVERY,47.32,EXP
911801,7003509,5011,2026-05-11 13:34:46,7,130,FAILED,44.39,SDD
911377,7003379,5131,2026-05-11 10:05:29,8,106,DELIVERED,20.56,STD
911479,7003413,5185,2026-05-11 12:55:28,2,101,arrive,3.05,ECO
911022,7003277,5106,2026-05-11 13:07:27,3,126,DEPART,9.34,STD
911510,7003421,5149,2026-05-11 21:00:23,8,108,PICKUP,27.48,SDD
911288,7003350,5165,2026-05-11 17:41:17,9,122,DELIVERED,39.16,STD
911988,7003571,5028,2026-05-11 18:25:07,5,111,ARRIVE,6.09,EXP
911503,7003419,5172,2026-05-11 06:19:08,6,134,PICKUP,37.9,SDD
911472,7003410,5197,2026-05-11 09:47:20,8,102,PICKUP,34.97,ECO
911717,7003490,5192,2026-05-11 17:14:26,2,130,ARRIVE,38.95,SDD
911205,7003326,5105,2026-05-11 21:47:42,2,108,FAILED,37.74,SDD
911340,7003366,5167,2026-05-11 16:33:10,7,119,FAILED,28.29,STD
911220,7003329,5025,2026-05-11 19:33:12,3,133,DELIVERED,8.81,EXP
912142,7003607,5045,2026-05-11 19:22:43,4,136,FAILED,3.48,EXP
911650,7003468,5041,2026-05-11 11:46:34,9,102,FAILED,9.49,EXP
912088,7003594,5182,2026-05-11 08:57:12,7,134,OUT_FOR_DELIVERY,34.17,SDD
911615,7003456,5163,2026-05-11 20:35:04,5,127,PICKUP,33.11,EXP
911896,7003543,5089,2026-05-11 15:07:58,6,140,FAILED,6.32,STD
911324,7003362,5082,2026-05-11 15:53:45,9,134,DEPART,26.58,STD
911115,7003300,5144,2026-05-11 12:16:37,3,125,ARRIVE,34.45,EXP
911840,7003521,5148,2026-05-11 15:26:58,7,127,ARRIVE,16.1,STD
912168,7003615,5095,2026-05-11 10:17:37,9,119,FAILED,39.94,ECO
911958,7003566,5161,2026-05-11 10:26:08,6,124,OUT_FOR_DELIVERY,47.63,STD
910991,7003265,5147,2026-05-11 07:51:47,4,129,ARRIVE,,STD
912137,7003605,5066,2026-05-11 13:15:11,7,132,DELIVERED,7.63,EXP
912177,7003617,5189,2026-05-11 10:21:54,4,128,FAILED,0.38,EXP
911553,7003433,5107,11/05/2026 15:36,7,133,PICKUP,42.89,SDD
911627,7003462,5175,2026-05-11 18:56:58,7,116,DEPART,23.13,STD
911445,7003403,5193,2026-05-11 10:55:51,4,103,DEPART,22.97,SDD
911055,7003284,5004,2026-05-11 12:12:24,10,132,DELIVERED,26.84,STD
911665,7003471,5084,2026-05-11 12:06:46,4,101,DEPART,2.71,ECO
911612,7003455,5137,2026-05-11 15:57:59,6,101,OUT_FOR_DELIVERY,21.94,STD
911164,7003313,5026,2026-05-11 19:02:46,9,135,OUT_FOR_DELIVERY,,STD
912125,7003601,5135,2026-05-11 18:07:23,4,103,ARRIVE,14.42,SDD
911187,7003321,5074,2026-05-11 16:07:51,7,133,PICKUP,2.7,STD
911463,7003405,5058,2026-05-11 08:42:01,9,129,DELIVERED,10.19,STD
911448,7003404,5132,2026-05-11 13:09:20,6,118,ARRIVE,38.1,SDD
912179,7003618,5151,2026-05-11 13:57:58,10,119,ARRIVE,15.56,EXP
911668,7003471,5057,2026-05-11 07:43:07,1,140,OUT_FOR_DELIVERY,39.94,STD
912215,7003633,5162,2026-05-11 14:18:34,5,119,ARRIVE,46.74,EXP
911016,7003275,5050,2026-05-11 09:20:05,10,132,OUT_FOR_DELIVERY,3.46,SDD
911494,7003417,5059,2026-05-11 10:18:24,3,124,OUT_FOR_DELIVERY,41.51,EXP
911780,7003506,5182,2026-05-11 12:59:53,6,,DELIVERED,42.16,SDD
912164,7003613,5182,2026-05-11 15:09:39,10,127,DEPART,2.54,STD
911966,7003568,5101,2026-05-11 19:13:17,2,139,ARRIVE,43.54,SDD
912209,7003632,5162,2026-05-11 12:08:47,9,108,DEPART,21.54,ECO
911344,7003368,5009,11/05/2026 19:30,3,103,DEPART,13.56,ECO
911184,7003320,5060,2026-05-11 11:58:45,5,127,PICKUP,17.11,ECO
911512,7003421,5096,2026-05-11 14:27:49,2,111,DELIVERED,5.05,SDD
911894,7003543,5127,2026-05-11 13:54:19,3,139,DELIVERED,38.94,STD
911123,7003302,5166,2026-05-11 07:06:51,6,116,DEPART,42.73,STD
911132,7003304,5188,2026-05-11 09:21:30,6,131,DEPART,47.93,ECO
911379,7003379,5120,2026-05-11 12:47:03,7,111,pickup,36.78,EXP
