scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
917580,7005274,5075,2026-05-17 18:32:48,2,116,ARRIVE,9.87,STD
917102,7005134,5020,2026-05-17 07:27:38,3,108,failed,22.93,SDD
917480,7005253,5082,2026-05-17 20:18:25,10,106,PICKUP,6.24,SDD
918062,7005422,5130,2026-05-17 16:39:05,5,136,DELIVERED,23.61,SDD
917731,7005321,5150,2026-05-17 19:19:07,6,135,PICKUP,11.13,ECO
918059,7005421,5114,2026-05-17 20:05:33,99,129,FAILED,37.08,SDD
917758,7005328,5038,2026-05-17 06:44:54,4,116,FAILED,6.6,SDD
916949,7005081,5018,2026-05-17 08:58:06,10,119,DELIVERED,7.05,SDD
916783,7005025,5138,2026-05-17 14:34:00,10,129,OUT_FOR_DELIVERY,29.96,EXP
917468,7005250,5062,2026-05-17 12:27:13,8,137,FAILED,21.08,ECO
916863,7005055,5177,2026-05-17 17:50:37,10,120,PICKUP,28.83,STD
917399,7005233,5145,2026-05-17 07:52:55,9,107,PICKUP,43.22,ECO
916884,7005059,5046,2026-05-17 20:47:57,10,137,ARRIVE,24.85,ECO
917456,7005243,5169,2026-05-17 11:47:48,7,109,PICKUP,25.36,STD
917984,7005396,5200,2026-05-17 18:44:01,6,106,DELIVERED,"45,61",SDD
917223,7005179,5144,2026-05-17 11:19:19,6,105,DELIVERED,4.0,EXP
917968,7005392,5031,2026-05-17 19:22:05,8,102,DELIVERED,"26,87",SDD
917189,7005162,5197,2026-05-17 13:51:01,10,111,OUT_FOR_DELIVERY,29.09,EXP
916807,7005038,5155,2026-05-17 16:37:50,6,132,DEPART,22.34,ECO
917916,7005379,5093,2026-05-17 17:40:09,3,120,ARRIVE,23.28,ECO
917477,7005252,5103,2026-05-17 10:56:12,10,140,DEPART,12.43,SDD
917704,7005313,5133,2026-05-17 13:26:25,10,115,FAILED,22.52,SDD
917595,7005280,5043,2026-05-17 21:47:27,6,117,DEPART,46.95,STD
917198,7005169,5123,2026-05-17 09:25:49,8,109,PICKUP,26.96,STD
917041,7005109,5038,2026-05-17 11:42:20,4,110,ARRIVE,32.04,SDD
917090,7005128,5070,2026-05-17 21:58:07,3,135,PICKUP,15.64,SDD
917893,7005369,5013,2026-05-17 08:49:46,2,101,PICKUP,40.42,STD
917185,7005161,5104,2026-05-17 08:18:41,3,139,DEPART,13.49,SDD
917122,7005141,5108,2026-05-17 19:24:34,5,140,ARRIVE,46.27,STD
917081,7005124,5185,2026-05-17 20:52:08,6,115,OUT_FOR_DELIVERY,13.56,SDD
916788,7005028,5060,2026-05-17 17:59:14,5,112,OUT_FOR_DELIVERY,44.79,ECO
917192,7005165,5090,2026-05-17 11:29:29,3,107,DELIVERED,9.92,SDD
917598,7005280,5184,2026-05-17 16:20:57,2,105,ARRIVE,7.3,SDD
917663,7005296,5047,2026-05-17 21:04:25,5,111,FAILED,11.7,ECO
917582,7005275,5010,2026-05-17 12:26:50,7,140,ARRIVE,15.68,STD
916940,7005079,5081,2026-05-17 17:48:06,1,132,DEPART,22.1,ECO
917841,7005348,5149,2026-05-17 08:40:39,3,122,OUT_FOR_DELIVERY,7.76,STD
917573,7005271,5130,2026-05-17 07:53:36,5,103,PICKUP,4.3,EXP
916816,7005041,5140,2026-05-17 07:55:16,1,104,OUT_FOR_DELIVERY,"23,37",SDD
917520,7005260,5155,2026-05-17 07:36:39,4,109,DEPART,18.67,EXP
917376,7005227,5024,2026-05-17 09:16:10,2,122,DEPART,1.23,STD
916859,7005054,5185,2026-05-17 09:42:25,2,121,DEPART,32.21,STD
916988,7005095,5188,2026-05-17 08:05:02,8,137,OUT_FOR_DELIVERY,45.02,EXP
917519,7005260,5178,2026-05-17 19:18:28,8,129,DEPART,26.45,STD
917767,7005331,5163,2026-05-17 08:45:13,5,135,PICKUP,2.95,EXP
917963,7005391,5043,2026-05-17 14:19:39,3,109,PICKUP,29.06,SDD
917430,7005237,5110,2026-05-17 14:44:05,10,114,DELIVERED,23.63,EXP
917347,7005217,5199,2026-05-17 17:09:52,6,127,DELIVERED,30.92,EXP
917401,7005233,5170,2026-05-17 13:59:31,10,123,PICKUP,10.3,EXP
917911,7005377,5168,2026-05-17 12:16:26,7,130,DEPART,5.54,STD
918084,7005430,5150,2026-05-17 18:07:34,5,102,ARRIVE,28.69,ECO
917490,7005254,5076,2026-05-17 12:14:35,6,117,FAILED,40.92,EXP
917891,7005369,5164,17/05/2026 07:49,3,130,FAILED,17.58,SDD
917289,7005199,5030,2026-05-17 09:10:28,10,139,DEPART,0.96,STD
918089,7005431,5011,2026-05-17 18:49:41,1,138,DELIVERED,6.91,ECO
916990,7005096,5132,2026-05-17 20:25:55,3,117,DEPART,13.9,EXP
918025,7005408,5052,2026-05-17 06:34:07,2,129,DEPART,47.16,ECO
916845,7005050,5156,2026-05-17 18:04:42,8,116,PICKUP,20.21,SDD
917485,7005253,5108,2026-05-17 08:23:28,10,136,OUT_FOR_DELIVERY,"25,09",ECO
917604,7005281,5177,2026-05-17 13:57:04,3,103,ARRIVE,34.25,STD
917526,7005260,5041,2026-05-17 13:15:40,1,128,OUT_FOR_DELIVERY,16.3,SDD
918020,7005408,5114,2026-05-17 12:13:03,1,135,DEPART,27.26,SDD
917406,7005236,5021,2026-05-17 13:40:52,10,119,DEPART,3.59,ECO
917369,7005227,5185,2026-05-17 09:22:55,8,132,PICKUP,43.49,STD
917273,7005194,5159,2026-05-17 12:12:32,9,107,FAILED,42.49,EXP
917902,7005373,5042,2026-05-17 20:39:49,1,103,ARRIVE,23.5,ECO
917615,7005284,5015,2026-05-17 20:14:50,9,139,ARRIVE,18.6,EXP
917699,7005309,5114,2026-05-17 16:03:01,9,125,PICKUP,7.45,STD
917412,7005237,5190,2026-05-17 07:05:19,6,107,PICKUP,32.71,STD
917159,7005153,5018,2026-05-17 09:17:24,4,103,OUT_FOR_DELIVERY,6.79,STD
916992,7005096,5172,2026-05-17 16:04:27,6,120,DEPART,40.63,SDD
917378,7005228,5066,2026-05-17 06:25:36,9,115,FAILED,41.02,SDD
917167,7005155,5004,17/05/2026 10:52,3,126,DEPART,7.89,ECO
917827,7005343,5060,2026-05-17 20:39:56,2,123,FAILED,28.09,ECO
917546,7005266,5117,2026-05-17 07:39:57,9,122,DEPART,17.47,STD
917975,7005394,5054,2026-05-17 09:47:12,8,134,FAILED,11.29,STD
917664,7005297,5166,2026-05-17 06:02:10,6,117,OUT_FOR_DELIVERY,41.55,EXP
917719,7005316,5139,2026-05-17 10:00:11,10,121,DELIVERED,28.94,EXP
917691,7005307,5005,2026-05-17 16:29:19,7,129,ARRIVE,46.55,STD
917592,7005277,5188,2026-05-17 11:42:02,3,126,OUT_FOR_DELIVERY,5.8,SDD
916895,7005065,5103,2026-05-17 16:27:33,8,137,OUT_FOR_DELIVERY,16.77,SDD
917713,7005314,5148,2026-05-17 11:41:55,7,140,OUT_FOR_DELIVERY,42.28,SDD
917060,7005116,5002,2026-05-17 10:01:43,8,101,PICKUP,41.55,ECO
917323,7005212,5121,2026-05-17 21:44:20,4,117,FAILED,4.53,SDD
917028,7005103,5068,2026-05-17 07:33:59,3,129,DELIVERED,16.73,SDD
917936,7005383,5036,2026-05-17 10:44:37,99,115,FAILED,17.26,EXP
917886,7005367,5115,2026-05-17 07:08:44,10,130,DEPART,2.26,STD
918047,7005417,5165,2026-05-17 10:08:13,5,123,ARRIVE,41.32,STD
917677,7005300,5080,2026-05-17 16:23:51,6,134,DEPART,43.62,ECO
916793,7005030,5172,2026-05-17 06:28:34,7,134,DEPART,32.28,ECO
917036,7005106,5054,17/05/2026 07:05,4,127,FAILED,27.69,ECO
917539,7005265,5185,2026-05-17 20:47:43,7,101,DEPART,38.75,EXP
917408,7005236,5106,2026-05-17 10:27:25,10,121,OUT_FOR_DELIVERY,47.16,STD
917692,7005308,5104,2026-05-17 15:12:54,8,123,DELIVERED,9.79,ECO
917661,7005295,5161,2026-05-17 12:34:40,10,128,ARRIVE,25.32,STD
917209,7005174,5068,2026-05-17 18:36:26,8,108,ARRIVE,28.72,EXP
917037,7005106,5025,2026-05-17 09:11:13,5,111,FAILED,17.9,SDD
917769,7005331,5028,2026-05-17 16:38:53,10,112,ARRIVE,"29,32",EXP
916905,7005069,5134,2026-05-17 17:16:08,6,140,OUT_FOR_DELIVERY,13.69,EXP
917549,7005267,5033,17/05/2026 06:52,2,101,DEPART,30.8,EXP
917929,7005383,5007,2026-05-17 06:08:31,8,101,PICKUP,41.07,EXP
917666,7005297,5084,2026-05-17 14:08:18,9,123,OUT_FOR_DELIVERY,40.74,ECO
917235,7005183,5048,2026-05-17 18:15:37,1,134,DEPART,5.38,ECO
917011,7005102,5024,2026-05-17 21:58:52,10,112,OUT_FOR_DELIVERY,3.75,EXP
918066,7005424,5114,2026-05-17 13:34:17,2,133,DELIVERED,1.76,STD
917356,7005221,5017,2026-05-17 15:36:29,1,135,FAILED,34.15,EXP
917125,7005143,5172,17/05/2026 19:57,8,121,PICKUP,9.34,SDD
916936,7005079,5014,2026-05-17 19:04:13,3,120,PICKUP,28.92,ECO
917158,7005153,5199,2026-05-17 07:02:58,9,101,DEPART,33.89,SDD
917932,7005383,5186,2026-05-17 10:04:37,9,111,PICKUP,25.51,STD
917603,7005281,5047,2026-05-17 09:29:02,4,101,OUT_FOR_DELIVERY,29.69,STD
918094,7005431,5194,2026-05-17 11:36:45,5,140,DEPART,29.04,EXP
917350,7005219,5108,2026-05-17 17:57:34,1,139,DEPART,29.25,SDD
916903,7005067,5079,2026-05-17 21:29:08,4,130,OUT_FOR_DELIVERY,1.38,ECO
917959,7005388,5032,2026-05-17 12:02:09,1,124,DEPART,10.56,EXP
916948,7005081,5093,2026-05-17 13:49:58,2,123,DELIVERED,6.54,ECO
917417,7005237,5073,2026-05-17 07:55:55,9,108,ARRIVE,25.88,ECO
917501,7005257,5027,2026-05-17 07:46:50,7,120,DEPART,36.98,SDD
917345,7005217,5112,2026-05-17 20:45:12,8,110,OUT_FOR_DELIVERY,18.69,STD
917905,7005375,5200,2026-05-17 11:35:52,5,115,DELIVERED,29.47,EXP
917166,7005155,5117,2026-05-17 14:18:51,7,140,OUT_FOR_DELIVERY,31.25,ECO
917033,7005104,5042,2026-05-17 19:07:17,1,140,DEPART,25.97,ECO
916907,7005070,5128,2026-05-17 18:05:28,1,130,DELIVERED,592.51,EXP
918002,7005404,5125,2026-05-17 11:42:00,2,106,FAILED,25.61,SDD
917542,7005265,5001,2026-05-17 19:30:11,3,101,PICKUP,26.44,EXP
917354,7005221,5189,2026-05-17 16:53:25,9,121,ARRIVE,10.04,ECO
917435,7005239,5083,2026-05-17 12:03:05,8,114,DELIVERED,7.38,SDD
917410,7005237,5033,2026-05-17 18:45:39,5,115,PICKUP,42.15,ECO
916937,7005079,5143,2026-05-17 21:29:11,8,112,DEPART,28.42,SDD
917513,7005259,5173,2026-05-17 08:33:26,9,113,FAILED,22.68,SDD
917765,7005331,5169,2026-05-17 14:04:48,4,133,DEPART,15.66,SDD
917939,7005385,5007,2026-05-17 14:49:50,4,105,DELIVERED,23.63,SDD
917183,7005160,5084,2026-05-17 16:09:10,3,120,DEPART,32.48,SDD
916961,7005085,5022,2026-05-17 09:17:52,2,104,DELIVERED,30.38,ECO
917512,7005259,5086,2026-05-17 17:31:55,4,127,OUT_FOR_DELIVERY,23.18,EXP
917987,7005396,5132,2026-05-17 15:02:45,5,129,PICKUP,6.23,EXP
918046,7005417,5017,2026-05-17 16:47:52,9,120,OUT_FOR_DELIVERY,15.58,EXP
917467,7005250,5108,2026-05-17 17:45:44,7,131,FAILED,31.91,EXP
917063,7005116,5129,2026-05-17 08:56:56,8,109,OUT_FOR_DELIVERY,34.24,EXP
917753,7005327,5101,2026-05-17 16:23:30,4,101,PICKUP,23.98,EXP
917140,7005148,5185,2026-05-17 06:28:34,3,140,OUT_FOR_DELIVERY,24.9,ECO
917796,7005334,5040,2026-05-17 12:29:02,8,106,OUT_FOR_DELIVERY,38.18,SDD
917327,7005212,5018,2026-05-17 09:17:44,3,102,DELIVERED,26.7,EXP
917588,7005275,5169,2026-05-17 11:47:09,1,138,DEPART,40.86,EXP
916943,7005079,5078,2026-05-17 21:44:38,3,131,PICKUP,8.24,SDD
917944,7005386,5061,2026-05-17 11:39:04,2,131,PICKUP,19.42,EXP
917131,7005144,5062,2026-05-17 07:23:06,8,134,ARRIVE,9.17,ECO
918077,7005427,5011,2026-05-17 14:29:34,10,139,DEPART,43.6,SDD
917797,7005334,5121,2026-05-17 20:58:16,9,102,DELIVERED,25.28,ECO
916870,7005055,5117,2026-05-17 06:01:29,6,116,DEPART,1.11,EXP
918040,7005413,5148,2026-05-17 19:22:53,99,102,OUT_FOR_DELIVERY,46.21,SDD
917509,7005259,5007,2026-05-17 17:56:58,9,121,DEPART,21.95,EXP
917362,7005224,5150,2026-05-17 14:57:03,3,127,DELIVERED,23.33,EXP
917070,7005119,5069,2026-05-17 12:36:47,99,108,DELIVERED,26.64,ECO
917602,7005280,5196,2026-05-17 10:21:06,6,134,ARRIVE,29.1,ECO
917689,7005305,5013,2026-05-17 17:44:21,3,105,DELIVERED,41.74,EXP
916882,7005059,5178,2026-05-17 12:18:51,7,113,DELIVERED,10.25,ECO
917282,7005196,5031,2026-05-17 16:10:41,4,137,PICKUP,47.15,ECO
917636,7005288,5187,2026-05-17 06:47:40,10,113,DELIVERED,3.34,ECO
917337,7005213,5171,2026-05-17 17:22:41,7,129,DEPART,21.01,STD
917448,7005242,5090,2026-05-17 11:10:51,7,123,ARRIVE,35.49,EXP
917714,7005314,5018,2026-05-17 11:15:08,7,122,ARRIVE,26.14,SDD
917116,7005139,5135,2026-05-17 10:17:29,10,110,DELIVERED,11.68,STD
917741,7005323,5012,2026-05-17 12:13:07,6,129,FAILED,5.74,SDD
917993,7005399,5176,2026-05-17 15:35:49,2,113,DEPART,39.22,SDD
917454,7005242,5045,2026-05-17 13:25:17,6,101,DEPART,42.08,STD
917596,7005280,5050,2026-05-17 07:24:52,2,128,DELIVERED,29.06,ECO
917507,7005259,5146,2026-05-17 19:42:17,3,111,PICKUP,11.65,ECO
917262,7005193,5098,2026-05-17 10:06:18,9,120,ARRIVE,34.32,ECO
917643,7005291,5106,2026-05-17 17:04:33,8,103,ARRIVE,21.27,SDD
917130,7005144,5053,2026-05-17 15:54:42,6,112,DEPART,41.32,ECO
917484,7005253,5101,2026-05-17 08:23:03,5,123,PICKUP,40.12,ECO
917416,7005237,5009,2026-05-17 16:07:33,5,104,ARRIVE,33.93,ECO
916957,7005084,5144,2026-05-17 07:59:16,2,126,PICKUP,8.78,EXP
917067,7005118,5188,2026-05-17 19:11:57,3,110,DEPART,42.47,ECO
917419,7005237,5116,17/05/2026 20:28,6,136,DELIVERED,41.96,STD
917216,7005177,5172,2026-05-17 06:08:08,2,112,ARRIVE,15.06,ECO
917472,7005251,5109,2026-05-17 08:15:55,4,139,ARRIVE,1.14,STD
917421,7005237,5089,2026-05-17 18:41:58,6,108,ARRIVE,41.26,STD
916809,7005038,5065,2026-05-17 12:05:51,1,139,FAILED,3.92,ECO
917101,7005134,5113,2026-05-17 14:22:47,10,129,FAILED,45.11,ECO
917439,7005239,5107,2026-05-17 10:52:09,10,114,DEPART,39.07,STD
917838,7005346,5011,2026-05-17 12:37:43,5,105,FAILED,10.82,EXP
917828,7005343,5004,17/05/2026 16:31,3,109,OUT_FOR_DELIVERY,1.56,STD
916851,7005051,5182,17/05/2026 11:58,10,139,DELIVERED,19.22,SDD
918038,7005412,5161,2026-05-17 16:12:43,9,130,PICKUP,41.25,EXP
917942,7005386,5085,2026-05-17 06:37:26,99,106,DEPART,0.99,EXP
917815,7005339,5041,17/05/2026 09:04,7,104,ARRIVE,19.55,EXP
916768,7005022,5070,2026-05-17 10:38:11,6,134,ARRIVE,33.21,SDD
917913,7005378,5036,2026-05-17 06:14:35,9,120,PICKUP,31.88,STD
917302,7005203,5167,2026-05-17 21:42:40,10,120,DEPART,40.27,ECO
917057,7005115,5138,2026-05-17 11:22:28,7,110,OUT_FOR_DELIVERY,2.91,EXP
917097,7005132,5025,2026-05-17 09:40:37,10,133,ARRIVE,35.25,STD
916871,7005055,5150,2026-05-17 16:24:42,10,105,FAILED,43.2,EXP
916848,7005051,5160,2026-05-17 11:02:19,5,108,OUT_FOR_DELIVERY,35.9,ECO
917162,7005153,5111,2026-05-17 09:30:30,1,138,FAILED,41.68,EXP
918076,7005427,5090,2026-05-17 09:46:35,9,124,PICKUP,25.93,STD
916950,7005081,5094,2026-05-17 09:42:58,9,110,DELIVERED,44.5,STD
917721,7005317,5084,2026-05-17 07:21:57,5,136,PICKUP,46.39,STD
917648,7005292,5166,2026-05-17 16:21:00,8,135,FAILED,9.67,STD
917460,7005246,5074,2026-05-17 14:32:52,4,108,DEPART,38.66,STD
917366,7005226,5138,2026-05-17 18:52:52,5,118,PICKUP,23.59,SDD
916910,7005071,5026,2026-05-17 08:45:42,3,136,ARRIVE,42.08,SDD
917600,7005280,5109,2026-05-17 20:34:18,3,135,DELIVERED,43.29,EXP
917315,7005210,5139,2026-05-17 21:06:00,6,122,DELIVERED,4.62,ECO
917638,7005290,5087,2026-05-17 18:05:33,9,124,PICKUP,2.92,STD
917609,7005283,5171,2026-05-17 07:04:08,7,130,DELIVERED,30.2,STD
916928,7005076,5123,2026-05-17 21:29:14,7,106,DELIVERED,12.49,EXP
917687,7005304,5072,2026-05-17 18:38:48,5,107,DEPART,18.18,SDD
917143,7005149,5152,2026-05-17 13:26:40,4,132,PICKUP,21.89,SDD
917537,7005263,5002,2026-05-17 09:19:48,6,111,DELIVERED,13.53,SDD
917379,7005228,5185,2026-05-17 18:59:14,3,136,OUT_FOR_DELIVERY,36.89,SDD
916970,7005087,5010,2026-05-17 21:41:00,7,126,PICKUP,42.08,ECO
916886,7005060,5171,2026-05-17 07:05:44,5,132,PICKUP,7.68,SDD
917621,7005285,5021,2026-05-17 12:01:46,1,113,ARRIVE,14.77,EXP
917024,7005103,5024,2026-05-17 12:46:39,8,123,OUT_FOR_DELIVERY,37.81,EXP
917736,7005322,5053,2026-05-17 07:51:26,10,126,PICKUP,37.61,ECO
918095,7005432,5057,2026-05-17 12:01:08,5,107,ARRIVE,12.86,ECO
917265,7005193,5142,2026-05-17 07:40:42,1,137,OUT_FOR_DELIVERY,16.72,EXP
917752,7005326,5161,2026-05-17 09:30:44,6,123,ARRIVE,29.02,EXP
917768,7005331,5162,2026-05-17 21:08:01,1,111,PICKUP,8.0,STD
917818,7005339,5061,2026-05-17 15:53:44,8,103,PICKUP,19.24,EXP
916979,7005092,5174,2026-05-17 10:58:01,5,133,DEPART,12.22,STD
917077,7005123,5195,2026-05-17 07:52:17,10,101,FAILED,37.26,STD
917050,7005113,5177,2026-05-17 08:04:49,10,125,FAILED,10.64,ECO
917306,7005205,5141,2026-05-17 08:42:35,10,118,OUT_FOR_DELIVERY,36.56,SDD
917992,7005398,5088,2026-05-17 11:11:12,1,139,FAILED,25.35,ECO
916897,7005066,5175,2026-05-17 09:03:42,9,101,DELIVERED,,EXP
917517,7005259,5178,2026-05-17 07:51:58,2,117,ARRIVE,39.15,ECO
917680,7005301,5189,2026-05-17 18:01:39,7,125,PICKUP,41.29,SDD
916991,7005096,5110,2026-05-17 07:02:33,10,115,FAILED,32.15,STD
917309,7005205,5053,2026-05-17 18:40:07,8,135,OUT_FOR_DELIVERY,25.72,EXP
917745,7005324,5029,2026-05-17 15:54:20,2,114,PICKUP,16.97,STD
917465,7005249,5152,2026-05-17 06:16:49,9,129,DEPART,17.6,ECO
916971,7005087,5189,2026-05-17 12:07:08,3,132,OUT_FOR_DELIVERY,46.96,STD
917930,7005383,5187,2026-05-17 12:23:30,2,139,FAILED,37.4,EXP
918026,7005408,5033,2026-05-17 07:02:36,3,138,FAILED,660.56,STD
916885,7005060,5096,2026-05-17 21:30:45,8,105,DELIVERED,19.26,ECO
917375,7005227,5082,2026-05-17 21:02:26,4,109,ARRIVE,46.96,EXP
917404,7005236,5200,2026-05-17 11:20:11,5,127,DEPART,4.46,STD
917655,7005294,5181,2026-05-17 21:36:26,4,116,PICKUP,3.9,STD
