scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
912252,7003643,5118,2026-05-12 10:50:00,8,117,DEPART,42.4,STD
912703,7003780,5024,2026-05-12 12:29:47,2,125,OUT_FOR_DELIVERY,5.42,STD
912971,7003858,5187,2026-05-12 12:31:31,1,107,ARRIVE,38.29,SDD
912221,7003633,5051,2026-05-12 16:30:39,8,104,ARRIVE,40.04,ECO
913023,7003872,5041,2026-05-12 09:43:14,4,,PICKUP,21.95,EXP
913203,7003924,5058,2026-05-12 17:38:41,10,106,FAILED,39.16,STD
912812,7003806,5144,2026-05-12 11:46:14,4,128,PICKUP,16.79,EXP
912475,7003719,5049,2026-05-12 06:45:35,8,124,DELIVERED,4.76,SDD
912437,7003709,5020,2026-05-12 18:34:07,5,113,DEPART,26.88,STD
913304,7003955,5010,2026-05-12 12:36:45,6,114,FAILED,16.43,STD
913131,7003897,5164,2026-05-12 19:53:24,6,136,FAILED,13.27,STD
912403,7003696,5139,2026-05-12 13:34:13,6,119,OUT_FOR_DELIVERY,40.15,STD
913301,7003955,5065,2026-05-12 18:29:25,10,115,DEPART,16.61,STD
913119,7003893,5002,2026-05-12 20:41:01,2,106,DELIVERED,21.32,STD
913207,7003925,5196,2026-05-12 18:59:56,1,102,DELIVERED,28.77,STD
913169,7003911,5197,2026-05-12 10:38:53,5,125,DEPART,32.27,ECO
913009,7003869,5175,2026-05-12 18:32:30,3,122,DELIVERED,9.91,SDD
912359,7003677,5172,2026-05-12 06:59:19,10,121,ARRIVE,31.12,STD
912487,7003721,5041,2026-05-12 18:41:14,4,127,OUT_FOR_DELIVERY,45.57,EXP
913264,7003945,5200,2026-05-12 09:48:57,10,137,FAILED,21.33,SDD
912683,7003776,5167,2026-05-12 12:06:01,6,133,FAILED,11.18,STD
912242,7003639,5030,2026-05-12 19:14:15,8,135,PICKUP,3.66,EXP
913136,7003901,5073,2026-05-12 11:07:12,1,114,FAILED,35.45,EXP
912460,7003715,5041,2026-05-12 08:35:36,9,132,PICKUP,39.0,ECO
912489,7003722,5129,2026-05-12 17:30:52,7,120,OUT_FOR_DELIVERY,7.7,ECO
912648,7003770,5048,2026-05-12 19:05:04,10,113,PICKUP,31.8,SDD
912736,7003789,5113,2026-05-12 18:46:22,6,126,PICKUP,46.24,ECO
913075,7003884,5101,2026-05-12 09:53:11,9,108,ARRIVE,28.32,SDD
913241,7003935,5031,2026-05-12 14:45:03,4,104,FAILED,20.27,EXP
912811,7003806,5054,2026-05-12 09:23:22,10,124,PICKUP,2.68,ECO
912826,7003811,5118,2026-05-12 15:48:16,9,131,FAILED,40.77,EXP
912700,7003780,5183,2026-05-12 18:01:38,4,124,DEPART,,STD
912340,7003672,5165,2026-05-12 19:09:36,8,128,PICKUP,37.24,ECO
912779,7003799,5141,2026-05-12 16:06:10,8,113,DELIVERED,26.14,ECO
913266,7003945,5011,2026-05-12 12:51:34,5,134,DEPART,14.99,STD
912272,7003650,5068,2026-05-12 12:24:21,9,138,DELIVERED,44.55,EXP
913211,7003926,5154,2026-05-12 06:26:04,8,127,DEPART,3.32,STD
912408,7003698,5076,2026-05-12 06:50:59,9,124,FAILED,35.29,SDD
912866,7003827,5167,2026-05-12 06:44:58,6,129,PICKUP,11.39,SDD
913070,7003882,5108,2026-05-12 15:29:29,1,120,FAILED,0.6,STD
912832,7003812,5062,12/05/2026 09:41,5,107,DEPART,36.78,ECO
