scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
915036,7004465,5032,2026-05-14 08:14:45,7,125,ARRIVE,8.38,EXP
914885,7004417,5053,2026-05-14 09:17:32,3,136,FAILED,40.33,EXP
915544,7004641,5121,2026-05-14 19:31:43,10,127,DEPART,47.69,STD
915457,7004611,5198,2026-05-14 11:29:50,6,126,DELIVERED,8.58,STD
915546,7004641,5014,2026-05-14 09:15:24,5,138,FAILED,45.09,ECO
915383,7004587,5036,2026-05-14 08:56:50,4,104,DEPART,27.26,STD
914613,7004345,5174,2026-05-14 06:44:38,4,105,PICKUP,7.19,SDD
914994,7004451,5069,2026-05-14 21:26:29,9,101,DELIVERED,35.13,EXP
915584,7004655,5193,2026-05-14 08:42:43,9,116,ARRIVE,29.33,SDD
915257,7004547,5068,2026-05-14 06:57:06,6,120,ARRIVE,18.19,STD
914900,7004424,5199,2026-05-14 19:10:18,9,112,DELIVERED,11.36,EXP
915520,7004630,5108,2026-05-14 07:21:51,8,109,ARRIVE,40.7,EXP
915357,7004583,5107,2026-05-14 08:35:40,10,134,DEPART,0.37,SDD
915237,7004542,5113,2026-05-14 20:58:45,1,122,OUT_FOR_DELIVERY,44.98,ECO
914802,7004398,5125,2026-05-14 20:39:14,10,134,OUT_FOR_DELIVERY,44.54,STD
915372,7004587,5024,2026-05-14 16:40:15,6,130,PICKUP,21.93,ECO
914637,7004353,5160,2026-05-14 21:41:39,7,136,DELIVERED,26.15,EXP
914918,7004430,5162,2026-05-14 06:18:08,2,133,ARRIVE,23.79,ECO
914969,7004441,5101,2026-05-14 11:01:50,9,120,DEPART,2.13,SDD
915515,7004630,5039,2026-05-14 07:03:36,10,132,OUT_FOR_DELIVERY,21.14,EXP
915015,7004456,5154,2026-05-14 10:28:49,6,104,DEPART,36.87,ECO
914963,7004441,5154,2026-05-14 18:09:14,6,117,DEPART,24.41,SDD
915062,7004473,5161,2026-05-14 06:11:08,5,121,FAILED,46.59,ECO
915554,7004643,5160,2026-05-14 20:31:32,5,103,PICKUP,17.63,SDD
915088,7004479,5076,2026-05-14 19:55:12,3,117,PICKUP,15.54,ECO
914833,7004406,5176,2026-05-14 16:18:26,5,117,OUT_FOR_DELIVERY,38.08,EXP
915019,7004458,5089,2026-05-14 06:45:40,9,134,PICKUP,37.03,ECO
915175,7004516,5199,2026-05-14 11:00:38,8,131,DELIVERED,441.76,SDD
915231,7004539,5187,2026-05-14 13:25:02,10,138,FAILED,38.33,STD
915300,7004558,5139,2026-05-14 19:56:38,8,138,ARRIVE,"45,34",SDD
914928,7004431,5118,2026-05-14 06:54:51,5,111,DEPART,12.63,EXP
914971,7004442,5064,2026-05-14 16:17:51,3,139,ARRIVE,45.34,SDD
914662,7004362,5185,2026-05-14 18:53:20,5,130,PICKUP,35.04,EXP
915359,7004583,5061,2026-05-14 18:26:52,9,103,DEPART,47.45,SDD
915499,7004624,5191,2026-05-14 13:24:43,8,128,DELIVERED,28.23,EXP
