scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
904568,7001369,5052,2026-05-04 12:34:01,6,131,ARRIVE,39.16,STD
903844,7001164,5006,2026-05-04 12:22:45,10,117,failed,36.63,STD
904162,7001244,5171,2026-05-04 18:19:59,6,107,FAILED,4.53,STD
904393,7001318,5005,2026-05-04 15:54:40,1,113,FAILED,46.02,EXP
904513,7001352,5186,2026-05-04 06:37:13,4,106,DELIVERED,35.16,ECO
904673,7001392,5110,2026-05-04 11:26:34,8,125,DELIVERED,5.91,STD
904710,7001400,5046,2026-05-04 15:48:03,2,104,ARRIVE,6.63,EXP
903971,7001202,5128,2026-05-04 08:38:37,6,130,DELIVERED,17.42,EXP
904200,7001256,5024,2026-05-04 15:56:45,1,106,DEPART,24.47,ECO
903769,7001141,5014,2026-05-04 15:35:38,2,109,PICKUP,13.16,EXP
903898,7001178,5150,2026-05-04 12:53:43,1,107,FAILED,6.25,EXP
903984,7001207,5139,2026-05-04 08:58:33,6,117,DEPART,13.35,SDD
904799,7001430,5061,2026-05-04 12:11:55,9,102,FAILED,3.62,SDD
904385,7001316,5150,2026-05-04 16:48:58,5,136,DELIVERED,7.25,EXP
904422,7001327,5159,2026-05-04 20:00:06,10,127,DEPART,40.24,ECO
904184,7001251,5102,2026-05-04 16:34:20,7,121,ARRIVE,2.71,ECO
904068,7001224,5008,2026-05-04 15:04:28,2,136,ARRIVE,8.09,EXP
904037,7001219,5046,2026-05-04 18:53:46,1,134,PICKUP,10.7,ECO
904539,7001360,5200,2026-05-04 08:07:31,10,101,DEPART,46.39,STD
904663,7001391,5098,2026-05-04 15:27:47,4,122,OUT_FOR_DELIVERY,32.18,SDD
904197,7001254,5095,2026-05-04 11:02:44,5,111,OUT_FOR_DELIVERY,45.1,SDD
903779,7001142,5088,2026-05-04 15:52:44,1,136,OUT_FOR_DELIVERY,"31,34",EXP
904441,7001332,5037,2026-05-04 16:10:46,6,131,DEPART,20.24,EXP
904322,7001300,5150,2026-05-04 17:44:25,3,107,DELIVERED,31.01,ECO
903924,7001185,5042,2026-05-04 11:48:34,2,130,FAILED,12.86,EXP
904520,7001355,5040,2026-05-04 12:21:26,5,132,ARRIVE,1.55,ECO
904642,7001384,5191,2026-05-04 06:13:45,7,138,OUT_FOR_DELIVERY,11.17,EXP
903690,7001117,5137,2026-05-04 08:52:01,4,113,PICKUP,37.7,SDD
903575,7001081,5042,2026-05-04 13:06:59,5,124,DEPART,16.4,EXP
903738,7001131,5014,2026-05-04 18:19:35,2,119,DEPART,19.81,EXP
903589,7001086,5136,2026-05-04 09:44:15,3,140,DELIVERED,16.19,ECO
