scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
900814,7000247,5003,2026-05-01 09:06:37,2,107,PICKUP,7.14,SDD
900768,7000236,5125,2026-05-01 08:43:07,8,109,OUT_FOR_DELIVERY,38.46,SDD
900811,7000247,5093,2026-05-01 20:38:41,6,105,PICKUP,8.96,ECO
900946,7000292,5082,2026-05-01 18:51:57,1,129,DEPART,6.06,SDD
900947,7000293,5144,2026-05-01 12:51:41,4,123,DEPART,37.94,EXP
900825,7000252,5047,2026-05-01 15:05:56,7,101,OUT_FOR_DELIVERY,6.99,SDD
900582,7000176,5100,2026-05-01 20:51:42,4,105,OUT_FOR_DELIVERY,"0,46",EXP
900533,7000166,5052,2026-05-01 17:48:33,6,132,DEPART,1.33,SDD
900861,7000265,5198,2026-05-01 06:09:33,5,109,DELIVERED,42.07,ECO
900859,7000265,5181,2026-05-01 15:33:12,1,106,DELIVERED,28.78,ECO
900007,7000003,5003,2026-05-01 10:15:30,3,130,OUT_FOR_DELIVERY,23.21,ECO
900331,7000098,5038,2026-05-01 16:06:32,10,124,FAILED,14.56,EXP
900133,7000039,5178,2026-05-01 09:31:38,4,128,ARRIVE,1.76,SDD
900495,7000155,5024,2026-05-01 18:03:24,9,139,DELIVERED,15.59,SDD
901041,7000324,5071,2026-05-01 08:06:07,4,136,PICKUP,10.14,ECO
900894,7000276,5157,2026-05-01 06:20:41,5,132,PICKUP,45.53,ECO
900086,7000028,5086,2026-05-01 07:57:59,3,128,ARRIVE,17.22,EXP
901051,7000327,5161,2026-05-01 19:48:37,9,136,DELIVERED,15.53,STD
900483,7000149,5115,2026-05-01 08:01:09,10,126,DEPART,43.69,EXP
900922,7000284,5175,2026-05-01 16:45:48,2,101,OUT_FOR_DELIVERY,41.73,STD
900985,7000308,5152,2026-05-01 10:09:22,8,118,ARRIVE,40.96,EXP
900640,7000202,5044,2026-05-01 17:42:17,2,132,DELIVERED,28.3,STD
901145,7000355,5185,2026-05-01 16:14:55,3,121,PICKUP,11.98,STD
900438,7000134,5072,2026-05-01 16:13:36,1,140,FAILED,29.02,SDD
900455,7000140,5095,2026-05-01 10:47:39,3,108,ARRIVE,10.46,SDD
900542,7000169,5102,2026-05-01 16:29:25,99,104,DELIVERED,45.22,STD
900255,7000075,5174,2026-05-01 09:11:54,10,134,PICKUP,42.57,STD
