scan_id,parcel_id,customer_id,scanned_at,hub_id,courier_id,scan_type,weight_kg,service_code
908175,7002446,5116,2026-05-07 16:41:56,1,133,DELIVERED,29.23,STD
908129,7002431,5075,2026-05-07 21:17:42,3,132,OUT_FOR_DELIVERY,17.22,EXP
908474,7002530,5042,2026-05-07 16:05:38,7,108,ARRIVE,29.59,EXP
908036,7002394,5040,2026-05-07 21:43:07,5,108,DEPART,20.23,EXP
907811,7002328,5128,2026-05-07 09:56:57,7,140,OUT_FOR_DELIVERY,29.18,ECO
907892,7002355,5017,2026-05-07 09:30:29,5,137,ARRIVE,43.62,SDD
907985,7002382,5052,2026-05-07 06:43:01,8,135,PICKUP,46.89,EXP
908174,7002446,5022,2026-05-07 16:39:32,9,115,FAILED,9.86,STD
908310,7002489,5118,2026-05-07 08:21:34,1,110,FAILED,39.04,ECO
908352,7002496,5191,2026-05-07 15:12:55,4,123,PICKUP,4.03,ECO
907637,7002274,5031,2026-05-07 08:25:05,9,138,FAILED,27.79,STD
908159,7002441,5083,2026-05-07 18:26:56,4,105,PICKUP,30.58,EXP
908026,7002391,5143,2026-05-07 12:32:50,3,112,DELIVERED,29.33,STD
907605,7002263,5070,2026-05-07 19:17:30,4,134,ARRIVE,26.91,EXP
908481,7002532,5028,2026-05-07 15:54:54,7,131,FAILED,844.33,EXP
908158,7002441,5096,2026-05-07 13:55:13,7,126,DEPART,30.62,STD
907489,7002234,5116,2026-05-07 17:23:25,5,130,DELIVERED,25.67,ECO
907764,7002312,5161,2026-05-07 20:51:21,4,139,PICKUP,7.99,EXP
908476,7002531,5102,2026-05-07 19:58:08,4,129,FAILED,0.37,EXP
907420,7002212,5007,07/05/2026 14:54,6,126,FAILED,37.21,ECO
907375,7002198,5188,2026-05-07 13:17:02,9,132,PICKUP,24.88,SDD
908230,7002467,5015,2026-05-07 21:03:58,8,137,PICKUP,46.04,STD
908079,7002415,5197,2026-05-07 16:15:58,4,129,DELIVERED,19.16,EXP
907935,7002370,5160,2026-05-07 18:35:03,10,138,OUT_FOR_DELIVERY,35.02,STD
907751,7002309,5185,2026-05-07 18:33:18,10,133,DEPART,10.84,STD
907573,7002256,5091,2026-05-07 11:25:00,9,117,ARRIVE,34.66,STD
908184,7002451,5186,2026-05-07 18:38:08,7,123,DELIVERED,31.39,ECO
908139,7002435,5085,2026-05-07 21:24:50,3,130,DELIVERED,24.02,EXP
907333,7002191,5177,2026-05-07 11:37:40,6,137,DEPART,9.18,STD
907849,7002341,5022,2026-05-07 06:17:13,2,120,DEPART,41.02,EXP
908024,7002391,5058,2026-05-07 21:57:10,6,114,OUT_FOR_DELIVERY,5.19,STD
907444,7002218,5162,2026-05-07 21:17:22,2,127,ARRIVE,22.47,ECO
907517,7002244,5031,2026-05-07 12:19:19,8,121,PICKUP,20.26,STD
907336,7002192,5112,2026-05-07 09:49:57,3,104,DELIVERED,46.92,ECO
907817,7002330,5011,2026-05-07 21:18:30,5,111,DELIVERED,5.06,STD
908410,7002513,5019,2026-05-07 20:36:03,9,137,FAILED,2.36,ECO
907735,7002303,5164,2026-05-07 10:38:24,7,127,PICKUP,4.97,SDD
907436,7002216,5025,2026-05-07 21:38:55,2,130,FAILED,4.44,ECO
907836,7002334,5019,2026-05-07 16:35:06,1,140,FAILED,31.31,SDD
907899,7002358,5043,2026-05-07 13:13:01,10,105,ARRIVE,46.72,SDD
908029,7002392,5068,2026-05-07 10:11:16,6,131,PICKUP,3.08,STD
907480,7002230,5092,2026-05-07 08:21:08,6,118,PICKUP,16.82,ECO
908233,7002469,5068,07/05/2026 07:54,3,112,DELIVERED,30.93,ECO
907384,7002201,5037,2026-05-07 15:02:52,9,138,ARRIVE,33.29,EXP
907682,7002288,5054,2026-05-07 12:47:10,6,120,FAILED,38.41,STD
907661,7002280,5018,2026-05-07 21:23:16,2,108,FAILED,5.02,ECO
907325,7002189,5165,2026-05-07 16:42:31,3,129,OUT_FOR_DELIVERY,43.5,ECO
907692,7002291,5114,2026-05-07 08:06:37,2,134,OUT_FOR_DELIVERY,,ECO
908380,7002505,5065,2026-05-07 20:31:45,10,103,DEPART,9.08,ECO
908461,7002524,5022,2026-05-07 19:21:52,7,120,PICKUP,44.39,ECO
907813,7002328,5099,2026-05-07 16:58:19,6,138,FAILED,33.75,SDD
907349,7002195,5018,2026-05-07 09:00:22,10,,FAILED,21.45,STD
908372,7002504,5044,2026-05-07 09:46:43,4,,FAILED,43.31,EXP
907868,7002349,5075,2026-05-07 09:16:20,7,131,DELIVERED,46.73,EXP
908247,7002473,5199,2026-05-07 11:14:47,10,139,failed,37.18,EXP
907939,7002372,5108,2026-05-07 09:51:55,2,115,DELIVERED,23.81,STD
907511,7002242,5050,2026-05-07 15:02:28,10,135,DEPART,7.94,SDD
907994,7002383,5081,2026-05-07 17:02:01,10,140,FAILED,12.11,STD
907549,7002251,5089,2026-05-07 12:28:33,6,106,DEPART,46.29,EXP
907418,7002211,5173,2026-05-07 14:51:41,4,137,FAILED,33.73,STD
908426,7002518,5182,2026-05-07 07:28:35,6,140,PICKUP,0.65,EXP
